genus	reads	relative_abundance	percent
Phascolarctobacterium	2	1.38132040417435e-05	0.00138132040417435
Phytohabitans	2	1.38132040417435e-05	0.00138132040417435
Polynucleobacter	2	1.38132040417435e-05	0.00138132040417435
Propionibacterium	2	1.38132040417435e-05	0.00138132040417435
Pseudoalteromonas	2	1.38132040417435e-05	0.00138132040417435
Pseudochrobactrum	2	1.38132040417435e-05	0.00138132040417435
Pseudohongiella	2	1.38132040417435e-05	0.00138132040417435
Qipengyuania	2	1.38132040417435e-05	0.00138132040417435
Raoultella	2	1.38132040417435e-05	0.00138132040417435
Rhizobacter	2	1.38132040417435e-05	0.00138132040417435
Rhizorhapis	2	1.38132040417435e-05	0.00138132040417435
Solitalea	2	1.38132040417435e-05	0.00138132040417435
Sphingorhabdus	2	1.38132040417435e-05	0.00138132040417435
Spiroplasma	2	1.38132040417435e-05	0.00138132040417435
Streptomonospora	2	1.38132040417435e-05	0.00138132040417435
Taylorella	2	1.38132040417435e-05	0.00138132040417435
Termite planctomycete cluster	2	1.38132040417435e-05	0.00138132040417435
Thermobacillus	2	1.38132040417435e-05	0.00138132040417435
Thermohalobacter	2	1.38132040417435e-05	0.00138132040417435
Thermomonas	2	1.38132040417435e-05	0.00138132040417435
Trichococcus	2	1.38132040417435e-05	0.00138132040417435
Tuberibacillus	2	1.38132040417435e-05	0.00138132040417435
